Booking_ID,Booking_Date,Destination,State,Airline,Traveler_Type,Booking_Channel,Booking_Value,Customer_Rating
MMT155860,12-04-2023,Mumbai,Ladakh,IndiGo,Family,Mobile App,25713,3.5
MMT155861,04-03-2022,Bangalore,Maharashtra,Air India,Family,Mobile App,34137,5
MMT155862,28-08-2022,Kerala,Himachal Pradesh,IndiGo,Couple,Travel Agent,31422,4.6
MMT155863,11-05-2023,Mumbai,Kerala,IndiGo,Family,Travel Agent,24014,3.9
MMT155864,28-11-2024,Manali,Ladakh,Akasa Air,Solo,Travel Agent,17018,3.1
MMT155865,03-06-2024,Leh,UAE,SpiceJet,Couple,Mobile App,41334,3.2
MMT155866,25-07-2024,Dubai,Karnataka,GoAir,Couple,Travel Agent,42522,3.9
MMT155867,27-01-2024,Bangalore,Goa,Air India,Business,Mobile App,42407,4.7
MMT155868,23-02-2024,Udaipur,Himachal Pradesh,Air India,Solo,Website,31616,4.4
MMT155869,30-03-2022,Jaipur,Rajasthan,SpiceJet,Business,Mobile App,12443,3.7
MMT155870,29-11-2022,Mumbai,Karnataka,Akasa Air,Couple,Website,3356,3.7
MMT155871,13-08-2024,Manali,Himachal Pradesh,IndiGo,Family,Mobile App,4657,4.8
MMT155872,23-05-2022,Mumbai,Maharashtra,Vistara,Business,Website,14511,4.2
MMT155873,07-08-2023,Bangalore,Kerala,GoAir,Family,Travel Agent,8778,4
MMT155874,18-04-2022,Manali,Kerala,Vistara,Couple,Website,12804,4.2
MMT155875,16-04-2023,Kerala,Rajasthan,Air India,Couple,Mobile App,35389,3.7
MMT155876,14-05-2022,Delhi,Kerala,SpiceJet,Solo,Website,10845,3.6
MMT155877,01-10-2023,Leh,Karnataka,Akasa Air,Solo,Travel Agent,37503,4.6
MMT155878,24-03-2024,Udaipur,Goa,SpiceJet,Solo,Travel Agent,7939,3.7
MMT155879,17-07-2024,Mumbai,Rajasthan,Vistara,Family,Website,36552,4.8
MMT155880,17-01-2023,Udaipur,UAE,Vistara,Business,Website,11390,3.9
MMT155881,14-03-2022,Delhi,Kerala,Vistara,Business,Travel Agent,19078,4.6
MMT155882,31-08-2024,Bangalore,Ladakh,IndiGo,Family,Travel Agent,39726,4.7
MMT155883,26-10-2024,Kerala,UAE,Vistara,Couple,Website,36488,3.3
MMT155884,09-05-2024,Kerala,Delhi,Air India,Solo,Mobile App,46139,4.7
MMT155885,12-02-2022,Kerala,Karnataka,Vistara,Family,Travel Agent,27312,3.7
MMT155886,08-05-2023,Udaipur,Maharashtra,GoAir,Solo,Travel Agent,40211,3.7
MMT155887,08-07-2024,Dubai,Rajasthan,Air India,Family,Mobile App,47665,3.8
MMT155888,14-12-2024,Mumbai,Goa,Air India,Couple,Website,26753,4.6
MMT155889,20-12-2024,Goa,Delhi,Vistara,Solo,Mobile App,29712,3.1
MMT155890,30-06-2024,Kerala,Delhi,Air India,Family,Travel Agent,49112,3.6
MMT155891,17-02-2022,Delhi,Goa,SpiceJet,Solo,Website,25708,4.4
MMT155892,29-09-2022,Leh,UAE,IndiGo,Business,Mobile App,8465,3.5
MMT155893,01-09-2022,Dubai,Goa,Vistara,Couple,Mobile App,38064,3.7
MMT155894,20-04-2023,Mumbai,Kerala,GoAir,Business,Mobile App,33395,4.2
MMT155895,10-04-2024,Bangalore,Rajasthan,GoAir,Business,Travel Agent,30544,3.3
MMT155896,16-04-2023,Goa,Delhi,IndiGo,Couple,Travel Agent,25543,4.6
MMT155897,03-06-2023,Manali,Ladakh,SpiceJet,Business,Travel Agent,41737,3.4
MMT155898,05-09-2024,Manali,Himachal Pradesh,GoAir,Solo,Travel Agent,7501,4.6
MMT155899,10-02-2023,Leh,Himachal Pradesh,SpiceJet,Business,Website,47526,3.8
MMT155900,01-06-2024,Manali,Rajasthan,IndiGo,Family,Mobile App,49721,3.2
MMT155901,18-10-2024,Jaipur,UAE,SpiceJet,Couple,Website,9692,3.5
MMT155902,25-05-2024,Mumbai,UAE,IndiGo,Business,Travel Agent,16495,3.4
MMT155903,11-11-2022,Mumbai,Kerala,GoAir,Solo,Website,38503,4
MMT155904,30-05-2024,Jaipur,Himachal Pradesh,Akasa Air,Business,Mobile App,32584,3.8
MMT155905,25-12-2023,Leh,Karnataka,IndiGo,Couple,Travel Agent,5881,4.1
MMT155906,03-01-2024,Delhi,Ladakh,Vistara,Couple,Mobile App,18596,3.5
MMT155907,17-03-2022,Goa,Delhi,IndiGo,Couple,Travel Agent,22378,3.3
MMT155908,12-04-2023,Mumbai,Karnataka,Air India,Couple,Travel Agent,41992,5
MMT155909,22-09-2024,Udaipur,Ladakh,IndiGo,Business,Website,29721,4.1
MMT155910,12-02-2022,Kerala,Karnataka,Akasa Air,Solo,Mobile App,22858,3.3
MMT155911,26-08-2023,Mumbai,Karnataka,Vistara,Couple,Travel Agent,34317,3.7
MMT155912,27-01-2024,Jaipur,Maharashtra,SpiceJet,Family,Mobile App,38314,4.4
MMT155913,14-01-2022,Udaipur,Karnataka,Vistara,Business,Travel Agent,47920,4.5
MMT155914,02-04-2024,Bangalore,Kerala,Air India,Couple,Mobile App,21389,3.8
MMT155915,09-08-2022,Goa,Himachal Pradesh,GoAir,Couple,Travel Agent,42312,3.8
MMT155916,22-03-2024,Manali,Maharashtra,IndiGo,Solo,Mobile App,9423,3.2
MMT155917,23-06-2024,Udaipur,Delhi,Air India,Business,Travel Agent,38534,4.1
MMT155918,23-10-2022,Leh,Rajasthan,Akasa Air,Family,Travel Agent,37268,3.7
MMT155919,28-07-2024,Mumbai,Karnataka,IndiGo,Family,Travel Agent,6407,4.6
MMT155920,25-12-2023,Udaipur,Goa,GoAir,Business,Travel Agent,18129,3.8
MMT155921,09-02-2024,Leh,Himachal Pradesh,Akasa Air,Family,Website,15612,4
MMT155922,23-11-2024,Kerala,Karnataka,IndiGo,Business,Travel Agent,34153,4.1
MMT155923,05-04-2023,Jaipur,Maharashtra,Air India,Couple,Mobile App,44742,3.2
MMT155924,15-01-2024,Udaipur,Karnataka,IndiGo,Business,Mobile App,49903,3.7
MMT155925,04-04-2024,Goa,Rajasthan,Air India,Business,Website,11595,4.6
MMT155926,27-12-2022,Dubai,Karnataka,IndiGo,Family,Website,9801,3.5
MMT155927,16-12-2022,Mumbai,UAE,GoAir,Business,Travel Agent,49114,3.3
MMT155928,09-01-2022,Leh,Rajasthan,IndiGo,Business,Travel Agent,26944,4.5
MMT155929,14-02-2023,Goa,Kerala,Akasa Air,Business,Travel Agent,29441,3.1
MMT155930,17-11-2022,Kerala,Himachal Pradesh,GoAir,Family,Mobile App,45223,3
MMT155931,21-01-2023,Delhi,UAE,SpiceJet,Solo,Travel Agent,3579,4.2
MMT155932,29-04-2024,Goa,Goa,SpiceJet,Solo,Website,9672,4
MMT155933,24-09-2024,Mumbai,Ladakh,Vistara,Solo,Website,38311,4.8
MMT155934,21-01-2022,Bangalore,Goa,Akasa Air,Solo,Website,39286,3.5
MMT155935,07-12-2022,Jaipur,Karnataka,Akasa Air,Couple,Travel Agent,41975,4.8
MMT155936,03-06-2024,Bangalore,Maharashtra,IndiGo,Couple,Website,41287,3.5
MMT155937,18-09-2023,Goa,Delhi,SpiceJet,Couple,Website,26272,3.8
MMT155938,08-07-2024,Jaipur,Rajasthan,GoAir,Solo,Travel Agent,16942,3.1
MMT155939,29-03-2023,Mumbai,UAE,IndiGo,Family,Website,32369,3.1
MMT155940,05-07-2023,Kerala,UAE,SpiceJet,Solo,Mobile App,21173,4.3
MMT155941,26-08-2024,Jaipur,Rajasthan,Vistara,Couple,Travel Agent,47180,3.7
MMT155942,05-11-2024,Jaipur,Maharashtra,Vistara,Family,Mobile App,11784,3.2
MMT155943,31-08-2022,Leh,Rajasthan,GoAir,Couple,Mobile App,7265,3.5
MMT155944,04-11-2024,Bangalore,Himachal Pradesh,IndiGo,Couple,Travel Agent,47528,3.5
MMT155945,29-11-2023,Manali,Rajasthan,IndiGo,Solo,Travel Agent,43920,4.7
MMT155946,28-09-2024,Manali,Goa,IndiGo,Solo,Travel Agent,33089,3.8
MMT155947,21-12-2024,Delhi,Maharashtra,IndiGo,Couple,Website,36095,3.7
MMT155948,22-11-2022,Delhi,Kerala,Vistara,Solo,Travel Agent,14148,3.8
MMT155949,12-12-2022,Jaipur,UAE,Akasa Air,Family,Travel Agent,13647,3.1
MMT155950,22-04-2022,Delhi,UAE,Akasa Air,Solo,Website,19268,4
MMT155951,29-01-2024,Goa,Goa,Air India,Solo,Mobile App,36068,5
MMT155952,09-11-2022,Bangalore,Ladakh,Akasa Air,Couple,Travel Agent,44506,3.1
MMT155953,03-04-2024,Dubai,Maharashtra,Akasa Air,Business,Mobile App,41193,3.6
MMT155954,04-03-2022,Mumbai,UAE,GoAir,Solo,Website,26014,3.4
MMT155955,25-05-2024,Kerala,Delhi,IndiGo,Solo,Website,20712,4
MMT155956,22-01-2024,Delhi,Karnataka,SpiceJet,Business,Website,33222,4.1
MMT155957,12-07-2022,Kerala,UAE,Air India,Business,Website,9111,3.9
MMT155958,27-02-2022,Udaipur,Rajasthan,SpiceJet,Business,Travel Agent,15971,4.4
MMT155959,11-03-2022,Goa,Goa,Akasa Air,Business,Website,3064,4.9
MMT155960,12-03-2024,Delhi,Maharashtra,Vistara,Solo,Travel Agent,46831,3.9
MMT155961,31-10-2022,Jaipur,Rajasthan,SpiceJet,Family,Mobile App,40141,4.1
MMT155962,21-05-2024,Goa,Delhi,Akasa Air,Family,Travel Agent,47674,4.3
MMT155963,10-06-2023,Mumbai,Goa,Akasa Air,Solo,Website,27055,3.8
MMT155964,06-09-2024,Mumbai,Kerala,Air India,Couple,Travel Agent,7068,4
MMT155965,15-06-2023,Manali,UAE,SpiceJet,Solo,Travel Agent,11447,3.2
MMT155966,13-07-2024,Delhi,Maharashtra,GoAir,Business,Website,44778,4.1
MMT155967,14-11-2022,Udaipur,UAE,Air India,Couple,Website,13681,4.8
MMT155968,19-06-2024,Bangalore,Delhi,Akasa Air,Solo,Mobile App,41819,4.5
MMT155969,16-11-2024,Manali,Rajasthan,Air India,Couple,Travel Agent,22998,4.9
MMT155970,02-05-2022,Kerala,Maharashtra,IndiGo,Couple,Travel Agent,14098,4.5
MMT155971,15-07-2022,Mumbai,Himachal Pradesh,Air India,Family,Website,19634,4.9
MMT155972,06-02-2024,Bangalore,Delhi,IndiGo,Couple,Travel Agent,7855,4.3
MMT155973,11-12-2023,Udaipur,Rajasthan,Vistara,Solo,Website,44255,3.5
MMT155974,09-04-2023,Delhi,Rajasthan,Vistara,Couple,Travel Agent,9779,4.6
MMT155975,08-07-2023,Kerala,UAE,SpiceJet,Business,Website,14229,4.5
MMT155976,18-08-2024,Jaipur,Kerala,GoAir,Solo,Mobile App,37018,4.1
MMT155977,16-11-2022,Udaipur,Himachal Pradesh,GoAir,Couple,Travel Agent,41657,4.6
MMT155978,27-06-2023,Mumbai,Maharashtra,GoAir,Business,Website,31468,3.4
MMT155979,20-11-2022,Jaipur,UAE,Vistara,Solo,Mobile App,37745,3.5
MMT155980,20-12-2024,Leh,Maharashtra,SpiceJet,Family,Travel Agent,48121,4.2
MMT155981,06-03-2024,Manali,Rajasthan,SpiceJet,Couple,Mobile App,38274,4.2
MMT155982,09-01-2023,Goa,Kerala,IndiGo,Business,Website,38497,3.7
MMT155983,11-07-2023,Delhi,Kerala,Akasa Air,Business,Website,16238,4.8
MMT155984,02-10-2022,Delhi,UAE,IndiGo,Family,Mobile App,29432,4.9
MMT155985,13-07-2023,Kerala,Delhi,Akasa Air,Couple,Website,33097,4.8
MMT155986,04-02-2024,Udaipur,Karnataka,Air India,Family,Travel Agent,22451,3.1
MMT155987,31-12-2022,Manali,Kerala,IndiGo,Solo,Mobile App,43962,3.7
MMT155988,02-11-2023,Manali,Rajasthan,GoAir,Business,Mobile App,44743,3.2
MMT155989,05-12-2023,Dubai,Rajasthan,SpiceJet,Family,Mobile App,14570,3.8
MMT155990,13-11-2024,Manali,UAE,SpiceJet,Solo,Travel Agent,38044,3.6
MMT155991,18-06-2023,Manali,Himachal Pradesh,GoAir,Family,Mobile App,41842,4.6
MMT155992,22-03-2022,Manali,Maharashtra,SpiceJet,Family,Website,6228,4.8
MMT155993,16-09-2023,Udaipur,Karnataka,Air India,Family,Mobile App,25307,3.8
MMT155994,26-12-2022,Leh,Maharashtra,IndiGo,Family,Travel Agent,43083,4.6
MMT155995,22-04-2022,Udaipur,Ladakh,IndiGo,Couple,Website,39301,4.8
MMT155996,07-06-2022,Mumbai,Maharashtra,GoAir,Couple,Travel Agent,14868,3.9
MMT155997,26-03-2024,Goa,Rajasthan,SpiceJet,Solo,Travel Agent,33332,4.8
MMT155998,27-12-2022,Bangalore,Karnataka,Akasa Air,Family,Website,40426,3.3
MMT155999,22-09-2023,Mumbai,Ladakh,SpiceJet,Couple,Website,8014,3.4
MMT156000,01-02-2022,Jaipur,UAE,Vistara,Family,Travel Agent,44780,4.3
MMT156001,23-05-2022,Udaipur,Rajasthan,SpiceJet,Business,Mobile App,44973,3.8
MMT156002,24-04-2022,Kerala,Rajasthan,GoAir,Couple,Website,16141,5
MMT156003,12-09-2023,Leh,Karnataka,GoAir,Business,Mobile App,10677,4.2
MMT156004,04-06-2023,Dubai,Maharashtra,Air India,Family,Travel Agent,40103,4.1
MMT156005,14-02-2022,Udaipur,Himachal Pradesh,SpiceJet,Solo,Website,34430,3.3
MMT156006,05-08-2024,Bangalore,Karnataka,IndiGo,Business,Mobile App,6621,3.6
MMT156007,14-08-2024,Kerala,Goa,Vistara,Family,Mobile App,10161,4.3
MMT156008,21-06-2022,Manali,Rajasthan,Akasa Air,Family,Mobile App,40890,3.2
MMT156009,06-03-2024,Mumbai,Rajasthan,IndiGo,Solo,Website,45235,3.4
MMT156010,05-02-2024,Jaipur,Goa,GoAir,Solo,Website,17926,4
MMT156011,23-08-2022,Dubai,Goa,SpiceJet,Business,Mobile App,47880,3.9
MMT156012,13-09-2023,Dubai,Himachal Pradesh,Akasa Air,Solo,Mobile App,45379,3.4
MMT156013,27-05-2023,Delhi,Ladakh,IndiGo,Business,Travel Agent,38567,3.6
MMT156014,12-05-2022,Leh,Delhi,Air India,Business,Mobile App,13827,4.7
MMT156015,09-11-2022,Manali,Delhi,Air India,Solo,Website,32827,3.4
MMT156016,14-09-2024,Manali,Himachal Pradesh,Vistara,Couple,Website,10116,4.7
MMT156017,22-01-2023,Bangalore,Kerala,Vistara,Solo,Mobile App,18236,4
MMT156018,31-12-2023,Goa,Rajasthan,Vistara,Solo,Mobile App,17314,3.5
MMT156019,02-04-2022,Manali,Himachal Pradesh,Vistara,Family,Website,32024,4
MMT156020,06-02-2023,Bangalore,Delhi,GoAir,Solo,Website,38000,3.4
MMT156021,02-05-2022,Delhi,Rajasthan,GoAir,Couple,Travel Agent,47969,4.4
MMT156022,05-08-2022,Manali,Himachal Pradesh,Akasa Air,Business,Website,45265,3.7
MMT156023,18-12-2022,Manali,Ladakh,Air India,Couple,Travel Agent,23637,4.3
MMT156024,22-03-2022,Kerala,Rajasthan,IndiGo,Couple,Website,38252,3.8
MMT156025,30-04-2024,Bangalore,Ladakh,GoAir,Couple,Mobile App,31416,4.2
MMT156026,24-01-2024,Mumbai,Maharashtra,Akasa Air,Family,Mobile App,32788,3.1
MMT156027,26-10-2022,Bangalore,Maharashtra,SpiceJet,Solo,Website,34076,3.9
MMT156028,13-11-2023,Leh,Ladakh,GoAir,Couple,Travel Agent,44686,3.7
MMT156029,05-03-2024,Delhi,Rajasthan,Vistara,Couple,Website,49198,3.5
MMT156030,16-09-2023,Manali,Delhi,GoAir,Solo,Mobile App,46598,4.9
MMT156031,11-02-2023,Bangalore,Karnataka,Vistara,Business,Travel Agent,36677,3.2
MMT156032,24-10-2023,Delhi,Karnataka,Vistara,Business,Website,15625,4.5
MMT156033,10-09-2023,Leh,Rajasthan,Akasa Air,Solo,Mobile App,4325,3.2
MMT156034,07-11-2024,Manali,Ladakh,IndiGo,Couple,Mobile App,31149,4.6
MMT156035,11-06-2023,Goa,UAE,Vistara,Solo,Mobile App,18340,4.5
MMT156036,04-06-2023,Leh,UAE,GoAir,Family,Website,49443,3.2
MMT156037,30-08-2023,Udaipur,Himachal Pradesh,Akasa Air,Family,Mobile App,26716,4.9
MMT156038,14-10-2024,Mumbai,Rajasthan,GoAir,Couple,Mobile App,25279,4.3
MMT156039,19-01-2022,Dubai,Rajasthan,IndiGo,Family,Website,26987,4
MMT156040,13-02-2024,Bangalore,Rajasthan,Vistara,Business,Mobile App,21574,3.1
MMT156041,01-02-2023,Jaipur,Ladakh,IndiGo,Solo,Travel Agent,4798,4.2
MMT156042,12-09-2024,Mumbai,Maharashtra,Akasa Air,Solo,Website,36972,4.9
MMT156043,20-12-2022,Dubai,Delhi,GoAir,Couple,Mobile App,16799,3.8
MMT156044,23-04-2024,Kerala,Rajasthan,Air India,Solo,Mobile App,7586,4
MMT156045,28-09-2022,Kerala,Kerala,Akasa Air,Couple,Travel Agent,27846,4.5
MMT156046,28-02-2024,Udaipur,Ladakh,Air India,Solo,Mobile App,14014,3.2
MMT156047,27-04-2024,Goa,Rajasthan,SpiceJet,Business,Mobile App,32179,3.3
MMT156048,09-06-2024,Dubai,UAE,GoAir,Business,Mobile App,25032,3.9
MMT156049,10-09-2024,Bangalore,Delhi,SpiceJet,Business,Mobile App,42740,4.2
MMT156050,14-08-2024,Dubai,UAE,Vistara,Couple,Mobile App,20134,3.1
MMT156051,11-05-2024,Kerala,Ladakh,Air India,Couple,Website,37349,3.6
MMT156052,03-07-2022,Mumbai,Rajasthan,Air India,Business,Travel Agent,14512,4.6
MMT156053,30-05-2022,Dubai,Kerala,Air India,Couple,Website,24753,4.9
MMT156054,30-04-2022,Dubai,Maharashtra,GoAir,Business,Travel Agent,6851,3.8
MMT156055,16-11-2023,Goa,Maharashtra,Akasa Air,Couple,Mobile App,17402,3.1
MMT156056,30-08-2023,Dubai,Goa,IndiGo,Couple,Website,35833,3.9
MMT156057,26-11-2024,Dubai,Goa,IndiGo,Business,Website,17249,3.7
MMT156058,11-04-2022,Dubai,Rajasthan,Akasa Air,Couple,Website,4480,4.9
MMT156059,26-12-2022,Bangalore,Maharashtra,IndiGo,Business,Mobile App,33027,4.1
MMT156060,31-12-2023,Delhi,Karnataka,Air India,Family,Mobile App,39924,3.1
MMT156061,13-02-2023,Manali,Kerala,SpiceJet,Family,Website,23946,4.1
MMT156062,20-07-2022,Leh,Maharashtra,Akasa Air,Couple,Mobile App,34308,3.2
MMT156063,29-10-2023,Leh,Delhi,GoAir,Couple,Travel Agent,6302,4.8
MMT156064,09-10-2024,Leh,Maharashtra,GoAir,Family,Travel Agent,46534,3
MMT156065,02-06-2024,Kerala,Kerala,Air India,Couple,Website,46226,3.8
MMT156066,17-10-2024,Dubai,Kerala,Akasa Air,Solo,Travel Agent,10283,4.4
MMT156067,06-03-2022,Goa,UAE,SpiceJet,Couple,Website,12307,4.7
MMT156068,12-11-2023,Udaipur,Rajasthan,GoAir,Family,Mobile App,28166,4.8
MMT156069,17-09-2023,Jaipur,Karnataka,GoAir,Solo,Travel Agent,46621,3.6
MMT156070,22-05-2024,Dubai,Kerala,GoAir,Business,Travel Agent,21990,4.5
MMT156071,26-12-2023,Jaipur,Rajasthan,SpiceJet,Family,Website,6697,4.3
MMT156072,24-11-2022,Mumbai,Rajasthan,IndiGo,Business,Travel Agent,34785,4.5
MMT156073,01-10-2024,Leh,Karnataka,SpiceJet,Couple,Mobile App,18047,4.6
MMT156074,22-03-2024,Goa,Kerala,Vistara,Family,Mobile App,40060,4
MMT156075,18-12-2022,Dubai,Goa,IndiGo,Solo,Travel Agent,19522,3.8
MMT156076,19-06-2024,Goa,Karnataka,Air India,Business,Travel Agent,47332,4.2
MMT156077,20-05-2023,Jaipur,Himachal Pradesh,SpiceJet,Solo,Mobile App,28301,4.4
MMT156078,19-05-2023,Mumbai,UAE,Vistara,Solo,Travel Agent,8625,4.2
MMT156079,04-04-2023,Udaipur,UAE,Vistara,Solo,Mobile App,29171,4.4
MMT156080,01-03-2023,Kerala,UAE,Air India,Business,Website,11267,4
MMT156081,15-12-2022,Leh,Rajasthan,Akasa Air,Family,Travel Agent,19284,4.7
MMT156082,02-04-2023,Bangalore,Rajasthan,SpiceJet,Family,Travel Agent,17010,4.7
MMT156083,15-10-2024,Goa,Kerala,GoAir,Family,Mobile App,48556,4.6
MMT156084,20-07-2022,Dubai,Kerala,IndiGo,Family,Mobile App,4290,3.1
MMT156085,04-11-2024,Kerala,Rajasthan,Vistara,Solo,Website,7489,4.8
MMT156086,06-10-2022,Mumbai,Delhi,Air India,Couple,Website,4608,3.3
MMT156087,01-10-2022,Kerala,Rajasthan,Air India,Couple,Mobile App,20798,3.1
MMT156088,04-09-2022,Manali,Delhi,Air India,Business,Website,41375,3.3
MMT156089,30-09-2024,Goa,Himachal Pradesh,Air India,Couple,Website,34007,4.3
MMT156090,16-09-2023,Delhi,Himachal Pradesh,IndiGo,Family,Website,49370,3.3
MMT156091,06-03-2023,Dubai,Himachal Pradesh,GoAir,Family,Mobile App,30748,3.5
MMT156092,11-05-2024,Mumbai,Karnataka,GoAir,Business,Travel Agent,22745,3.2
MMT156093,21-03-2022,Jaipur,Kerala,GoAir,Business,Travel Agent,41926,4.1
MMT156094,03-10-2023,Manali,UAE,GoAir,Solo,Travel Agent,12767,4.3
MMT156095,08-07-2022,Delhi,Rajasthan,IndiGo,Family,Website,31646,4.6
MMT156096,31-10-2022,Kerala,Kerala,SpiceJet,Solo,Mobile App,43135,3.1
MMT156097,21-01-2024,Mumbai,Himachal Pradesh,Akasa Air,Solo,Travel Agent,34086,3.5
MMT156098,04-09-2024,Dubai,Himachal Pradesh,Akasa Air,Couple,Travel Agent,7381,4.6
MMT156099,25-04-2022,Goa,Kerala,Air India,Family,Website,32895,4.2
MMT156100,26-04-2022,Goa,Rajasthan,GoAir,Business,Mobile App,35742,4.1
MMT156101,04-04-2024,Jaipur,Karnataka,Air India,Business,Travel Agent,18664,3.2
MMT156102,11-07-2022,Goa,Kerala,SpiceJet,Business,Mobile App,12112,3.4
MMT156103,14-07-2023,Leh,Karnataka,GoAir,Couple,Website,31958,3.1
MMT156104,01-02-2023,Leh,Delhi,GoAir,Business,Travel Agent,14841,4.4
MMT156105,17-06-2023,Kerala,Delhi,SpiceJet,Couple,Mobile App,6745,4.6
MMT156106,01-03-2023,Manali,Ladakh,Vistara,Family,Website,8266,3.7
MMT156107,19-08-2024,Udaipur,Karnataka,Air India,Family,Mobile App,47657,3.1
MMT156108,12-03-2023,Leh,Goa,SpiceJet,Family,Website,36947,3.5
MMT156109,14-03-2024,Kerala,Goa,Air India,Family,Travel Agent,33599,3.8
MMT156110,11-07-2024,Delhi,Rajasthan,IndiGo,Business,Website,44834,4.1
MMT156111,26-04-2024,Dubai,Ladakh,Air India,Solo,Travel Agent,40975,3.9
MMT156112,26-12-2024,Leh,Goa,IndiGo,Family,Mobile App,45664,3.8
MMT156113,31-05-2022,Manali,Himachal Pradesh,Air India,Solo,Mobile App,41749,4.4
MMT156114,13-07-2022,Leh,Karnataka,Akasa Air,Solo,Website,40361,4.8
MMT156115,01-01-2023,Delhi,Rajasthan,IndiGo,Family,Website,8970,3.9
MMT156116,10-03-2024,Mumbai,Maharashtra,Akasa Air,Business,Website,26930,4
MMT156117,10-10-2023,Kerala,Rajasthan,GoAir,Business,Travel Agent,32069,3.9
MMT156118,05-01-2022,Jaipur,Delhi,GoAir,Family,Mobile App,16997,3
MMT156119,24-07-2024,Leh,UAE,GoAir,Business,Travel Agent,26479,4.1
MMT156120,11-10-2022,Bangalore,Rajasthan,Vistara,Family,Mobile App,6200,4.6
MMT156121,25-12-2022,Mumbai,Kerala,Akasa Air,Family,Mobile App,21563,4.8
MMT156122,29-07-2023,Jaipur,Maharashtra,SpiceJet,Couple,Mobile App,35831,4.9
MMT156123,04-03-2023,Manali,Rajasthan,GoAir,Business,Website,21512,4.8
MMT156124,15-03-2024,Dubai,Delhi,Air India,Solo,Travel Agent,27147,4.5
MMT156125,23-04-2023,Mumbai,Karnataka,Vistara,Business,Website,35896,4
MMT156126,30-12-2024,Bangalore,Goa,GoAir,Couple,Travel Agent,37269,4.1
MMT156127,13-06-2024,Dubai,Goa,Vistara,Couple,Travel Agent,29856,3.4
MMT156128,16-03-2024,Leh,Rajasthan,Akasa Air,Family,Mobile App,12542,4.2
MMT156129,22-11-2023,Dubai,Maharashtra,Vistara,Family,Website,38881,3.3
MMT156130,17-10-2022,Jaipur,Rajasthan,Air India,Solo,Website,35040,3.4
MMT156131,02-01-2023,Jaipur,Himachal Pradesh,SpiceJet,Couple,Mobile App,42141,4.4
MMT156132,24-12-2023,Udaipur,UAE,Vistara,Couple,Mobile App,45493,3.2
MMT156133,06-01-2023,Udaipur,Maharashtra,Vistara,Business,Mobile App,24993,5
MMT156134,03-09-2022,Bangalore,Kerala,SpiceJet,Business,Travel Agent,14981,3.4
MMT156135,17-09-2023,Kerala,Goa,Akasa Air,Couple,Website,14142,4.8
MMT156136,01-07-2023,Leh,Ladakh,Vistara,Couple,Website,28960,3.3
MMT156137,30-07-2023,Jaipur,Himachal Pradesh,SpiceJet,Solo,Travel Agent,3531,4.1
MMT156138,20-12-2024,Bangalore,Himachal Pradesh,IndiGo,Family,Website,32314,4
MMT156139,20-02-2022,Goa,Rajasthan,SpiceJet,Business,Travel Agent,20709,3.3
MMT156140,02-11-2023,Manali,Himachal Pradesh,Vistara,Business,Website,14923,4.1
MMT156141,25-12-2023,Mumbai,Delhi,SpiceJet,Solo,Mobile App,23397,3.7
MMT156142,31-08-2022,Dubai,Goa,GoAir,Solo,Mobile App,11957,4.4
MMT156143,08-04-2023,Delhi,Goa,IndiGo,Business,Mobile App,37142,4
MMT156144,27-03-2022,Leh,Kerala,SpiceJet,Family,Travel Agent,47677,3.1
MMT156145,04-02-2023,Delhi,Delhi,GoAir,Couple,Travel Agent,11179,3.8
MMT156146,16-03-2023,Leh,UAE,SpiceJet,Business,Travel Agent,37939,3.7
MMT156147,04-05-2024,Goa,Rajasthan,IndiGo,Couple,Website,17089,3.6
MMT156148,04-06-2024,Jaipur,Rajasthan,Air India,Couple,Mobile App,28212,4.3
MMT156149,26-11-2023,Leh,Karnataka,IndiGo,Couple,Travel Agent,32759,3.2
MMT156150,29-03-2023,Manali,Ladakh,SpiceJet,Business,Website,38748,4.1
MMT156151,26-06-2024,Bangalore,Rajasthan,Air India,Solo,Travel Agent,27036,3.8
MMT156152,05-06-2024,Udaipur,Rajasthan,SpiceJet,Business,Travel Agent,3359,4.9
MMT156153,27-03-2023,Jaipur,Rajasthan,GoAir,Solo,Mobile App,35376,4.2
MMT156154,27-11-2023,Bangalore,Maharashtra,Vistara,Couple,Website,38003,4.1
MMT156155,06-08-2023,Bangalore,Himachal Pradesh,GoAir,Couple,Travel Agent,19519,4.4
MMT156156,19-06-2024,Jaipur,Kerala,Air India,Couple,Travel Agent,46166,4.6
MMT156157,26-06-2024,Leh,Rajasthan,SpiceJet,Family,Travel Agent,34049,4.2
MMT156158,10-05-2024,Delhi,Kerala,GoAir,Solo,Website,5328,4.8
MMT156159,22-03-2023,Udaipur,Goa,Air India,Business,Travel Agent,35819,4.6
MMT156160,31-12-2022,Delhi,Goa,GoAir,Couple,Mobile App,36596,5
MMT156161,25-02-2022,Jaipur,Kerala,Akasa Air,Family,Mobile App,14749,3.8
MMT156162,05-12-2022,Leh,Rajasthan,Vistara,Family,Website,8272,4.1
MMT156163,29-09-2023,Bangalore,Maharashtra,SpiceJet,Couple,Mobile App,4555,3.8
MMT156164,05-08-2022,Goa,Goa,Akasa Air,Solo,Mobile App,38626,3.5
